repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
jaysonsantos/minecraft-ftb-skyfactory3,351973,0,false,d88cd9c010b6,877305344,debian,8,14,313,22765,17564,Docker image for Minecraft FTB SkyFactory 3
appfront/routing,351959,0,false,77d928000923,108944896,alpine,3.4.4,11,32,6631,6631,
haskell,351653,187,true,198e758a94f7,973480448,debian,8,2,178,17115,15463,Haskell is an advanced purely-functional programming language.
tomeinc/redis-arm,351039,1,false,78a6c23f23e9,56197120,alpine,3.4.6,15,59,5216,5216,Redis image compiled for the Raspberry Pi 3.
pivotalcf/p-riak-cs-ci,350721,0,false,3d8f88eb6c0e,1550772736,debian,8,34,518,55063,27582,
linuxserver/openvpn-as,349801,35,false,9e2ba8a85b52,227311104,ubuntu,16.04,11,139,12628,10615,"An openvpn-as container, brought to you by LinuxServer.io. "
astronomerio/redshift-sink,349073,0,false,d6eaaef89dfe,748323328,debian,8,17,374,49469,21084,Redshift sink
percona/percona-xtradb-cluster,349035,13,false,dd99a4f52fde,402247168,debian,8,12,187,12223,10634,Experimental Percona XtraDB Cluster docker image | https://github.com/percona-lab/percona-docker/
pivotalsingapore/spotlight-dashboard,348646,1,false,830775797fa8,602573824,debian,8,13,180,44678,15063,Frontend for the Spotlight Dashboard
adbrowne/eventstore,348122,21,false,92c4b2e77c16,331629056,ubuntu,14.04,6,184,12908,11539,
aibaars/docker-registry2-gcs,348053,0,false,2413e8bf93bb,822924288,debian,8,25,190,26105,14744,Docker Registry2 w/ Google Cloud Storage driver. 
c2cnetworking/dev-mysql,347157,0,false,8490a1f2a87e,894500352,debian,8,17,185,22677,13209,
grappler92/dockercoins_rng,346540,0,false,dd950aeebac1,103403008,alpine,3.4.3,6,32,7495,7495,
frekele/java,346238,4,false,c2041209a8b6,556997632,debian,8,9,135,11845,8330,docker run --rm --name java frekele/java
jippi/hashi-ui,345511,9,false,77794b167281,35065856,alpine,3.5.2,3,15,987,987,A user interface for the HashiCorp Nomad scheduler (formerly nomad-ui)
zzrot/alpine-ghost,344792,14,false,7904109e74df,160610816,alpine,3.3.0,7,17,21112,21112,Docker Image running Ghost Blogging Service on Alpine Linux
centos/postgresql-94-centos7,344639,9,false,a78a85ad7105,295554048,centos,7,3,202,14425,13766,PostgreSQL 9.4 SQL database server
ansible/ubuntu14.04-ansible,344595,85,false,4621d4fe2959,479850496,ubuntu,14.04,15,298,26295,20030,Ubuntu 14.04 LTS with ansible
centos/mongodb-26-centos7,343846,3,false,33e95c07ba38,554253824,centos,7,4,228,14993,14679,MongoDB 2.6 NoSQL database server
bitnami/wordpress,343791,35,false,b34a8f3e5591,304345600,debian,8,20,122,15525,5681,Bitnami Docker Image for WordPress
attentive/jace,343529,0,false,a7d6ed83c074,881936384,ubuntu,16.04,12,286,54291,25808,stuffs
ritsse/scoreboard-2.0,342996,0,false,50a27b9d87d3,769749504,debian,8,19,375,49889,21149,scoreboard-2.0
couchbase/server,341404,40,false,5fae4d4b9e02,595303936,ubuntu,14.04,13,210,19347,16697,"Couchbase Server is the world’s most complete, scalable, and highest performing NoSQL database. "
yaronr/mesos,341242,8,false,f68eb7ed2351,554103808,debian,8,7,185,13004,10624,Mesos 0.22 on Debian:Jessie with Chronos & Marathon
state/whalelogrotate,341030,0,false,7ba6a6f1fcd7,626164736,fedora,20,9,155,15789,15678,
polluxx/ecommercemarket,340227,0,false,03388b518732,1683109888,debian,8,16,476,106586,25129,Supermarket
cfplatformeng/tile-generator-sample-app,339743,0,false,3429ed84fc54,69050368,alpine,3.5.2,5,22,7256,7256,
aircover/aircover,338814,2,false,0f80190e47b0,19507200,Unknown,0,3,0,16,16,
linuxserver/rutorrent,338788,20,false,2bab9c532d17,133157376,alpine,3.5.2,6,92,8647,8647,"A Rutorrent container, brought to you by LinuxServer.io."
pivotalcfreleng/golang-om-source,338598,0,false,b598ed6af590,966660096,ubuntu,16.04,21,242,26741,13840,
hyper/docker-registry-web,337711,82,false,0db5683824d8,613876736,ubuntu,14.04,21,286,17563,14229,"Web UI, authentication service and event recorder for private docker registry v2."
everydayhero/statsd,337502,0,false,c41308c789b7,72976896,alpine,3.2.3,5,29,5398,5398,Node statsd server with Librato support running in a container
microbox/registry,337327,0,false,c03137f13f21,234318336,ubuntu,14.04,13,195,13830,11926,
backdrop,336942,4,true,eb9218ca0634,436250112,debian,8,17,197,19792,14690,The comprehensive CMS for small to medium sized businesses and non-profits.
pivotalsingapore/spotlight-rails,336682,1,false,a81a112da52b,1082488320,debian,8,26,382,37316,21606,A kickass dashboard for devshops
eroadltd/postgres-utils,336651,0,false,99f61b580acd,231810560,ubuntu,16.04,6,159,11286,9041,
blaines/tasque-node-example,336392,0,false,3ff73f3838a2,109782528,alpine,3.4.0,6,29,10367,10367,
ianblenke/fail2ban,335484,3,false,61bc339f1c71,465251840,ubuntu,14.04,10,306,26294,21147,
tenstartups/dsc-alarm-connect,335067,0,false,e01b520f4a46,245117952,alpine,3.5.2,6,68,14377,14377,DSC alarm system TCP serial connection docker image
mackerel/mackerel-agent,334621,10,false,52468bb503d7,554024448,centos,7,5,171,15405,15016,
osminogin/tor-simple,334044,6,false,83d7875f5b65,12911104,alpine,3.5.0,2,13,476,476,Simplest minimal container for Tor software (less than 5 MB)
confluent/kafka,333215,22,false,2b9ba35e1775,593734144,debian,8,24,166,12548,9171,
altairsix/boot,332572,0,false,f5c145294e99,195452928,ubuntu,16.04,7,101,8901,7569,
touk/ctrl-pkw-admin,332294,0,false,7a113fb516a4,140087296,debian,8,13,108,9143,7870,
mycatisblack/consul-agent,332205,0,false,35f7ca6facb3,102578176,alpine,3.2.3,6,49,3383,3383,Fork of gliderlabs/consul-agent but with nagios-plugins installed for convenience. 
openshift/origin-base,331716,4,false,c8f594bc3d1e,374360064,centos,7,2,253,15575,14874,
dubuqingfeng/ubuntu-shadowsocks,328570,5,false,8526bfc6f24f,370747392,ubuntu,14.04,18,253,21603,18364,ubuntu-shadowsocks
danderson/pixiecore,328065,2,false,3dfa03f0d22e,16444928,alpine,3.5.2,3,12,981,981,Docker autobuild of Pixiecore.
gem5/gem5,328011,1,false,458333d7eed6,1015281664,ubuntu,15.10,10,294,36558,18792,gem5 full system simulator
indigo/centos-maven,327365,1,false,7202f69b2a1d,574160896,centos,7,3,143,12599,12392,Vanilla CentOS 7 with Oracle Java Development Kit 8 and latest Maven version.
mailhog/mailhog,326482,56,false,b1ce818de155,19536384,alpine,3.4.6,4,12,989,989,Web and API based SMTP testing
sjourdan/vault,325473,10,false,5d82582f6103,63578624,alpine,3.5.2,2,15,1009,1009,Docker Container for Hashicorp's Vault
nkcraddock/concourse-artifactory-resource,325455,1,false,a9bc67e5bb30,327957504,alpine,3.4.3,10,20,7797,7797,A concourse resource for interacting with artifactory
openshift/wildfly-81-centos7,325129,0,false,762dfe0ddeff,895077376,centos,7,11,285,22957,22328,A Centos7 based WildFly v8.1 image for use with OpenShift v3
anpowell/openshift-spark,324652,1,false,2c3b74e56020,1056214528,ubuntu,14.04,19,289,20150,16371,
prima/socket,324075,0,false,528f867f22cb,380630528,debian,8,9,170,20299,10876,Socket
dingotiles/dingo-postgresql-broker-pipeline,323994,0,false,874262700101,911763968,ubuntu,15.10,11,311,31744,20894,
nuxeo,323522,24,true,5c9b3798aaff,1491372032,debian,8,14,469,33456,26671,Nuxeo is an open source Content Management Platform that is completely customizable.
s390x/busybox,322583,1,false,59815b2f77e8,4371456,busybox,0,1,1,414,414,Busybox base image.
databus23/docker-registry-proxy,322435,0,false,96802f610106,108634112,debian,7,29,86,8393,7159,A ssl enabled nginx reverse proxy for the docker registry with a ui
governmentpaas/cf-acceptance-tests,321740,0,false,c980ce875c28,666103808,ubuntu,14.04,11,265,28469,18376,Container for running CloudFoundry acceptance tests.
bitnami/node,320927,18,false,fc19a8e1a2c4,507308544,debian,8,17,196,26033,13139,Bitnami Node.js Docker Image
jamessharp/docker-nginx-https-redirect,320195,11,false,f61750ca0284,58786816,alpine,3.4.3,5,24,2275,2275,
vaikas/mysql,320143,0,false,ba8dac9e11a4,508031488,debian,0,12,125,10767,9500,
nparry/mss-hubot,318705,1,false,c4a0c6dc5b33,706876416,debian,8,14,376,35484,21201,Every chat channel needs a bot
midonet/cluster,317912,0,false,d0e8935ba534,486893056,ubuntu,14.04,8,299,16781,13430,Midonet Cluster services
imhang/kcp-shadowsocks-docker,317607,18,false,03eedea1179c,65885696,alpine,3.5.2,4,30,6125,6125,shadowsocks-libev server with KCPTUN support
cityofsurrey/mejai-admin-api,317349,0,false,8e06f6bc35ca,246658048,alpine,3.4.6,12,28,39122,39122,
elasticio/haproxy-srv,317265,0,false,697091d4949f,48363520,alpine,3.2.3,8,19,4211,4211,Flexible HAProxy auto configuration and auto service discovery for SkyDNS or Mesos-DNS 
frodenas/postgresql,316517,2,false,7391c702384d,478330880,ubuntu,14.04,10,295,24705,20129,A Docker Image for PostgreSQL
bitsdock/docker-java-sbt,316143,0,false,755403efa27a,1572364288,debian,8,11,317,100901,17709,
poklet/cassandra,315419,28,false,058e89bf186c,494962688,centos,7,18,169,12173,12062,Run many test Cassandra instances quickly
ipython/scipyserver,314401,69,false,f51542ccb087,2930875392,ubuntu,14.04,38,812,101412,54963,Deprecated. IPython notebook server with SciPy stack. See https://github.com/jupyter/docker-stacks.
cirros,314081,36,true,f8ce316a37a7,8129536,buildroot,2012.05,5,0,602,602,CirrOS is a Tiny OS that specializes in running on a cloud.
pivotalsydney/labs-sydney-rails,314035,0,false,fe493e3e6027,1548513280,debian,8,27,633,53516,35705,
goodguide/nginx-application-proxy,313842,0,false,0f1c44cf1894,118478336,alpine,3.4.0,11,53,7370,7370,"No-configuration Nginx reverse proxy for a Rails app, with caching enabled and CORS settings"
gloppenhosting/asterisk-check-availability,313482,0,false,e295668b3332,52988928,alpine,3.2.3,8,17,6030,6030,Ring check asterisk servers and their availability
slurin/kcpss-go,313391,1,false,a522349445dc,11977216,busybox,v1.25.1,4,1,399,399,Shadowsocks over KCPTUN.
alexlukichev/cassandra,313073,0,false,431c167fad13,377628160,debian,8,19,231,16054,12750,Cassandra repo
nicolargo/glances,312754,22,false,0194de4b0d91,779629568,ubuntu,16.04,7,234,27108,17904,Monitor all yours containers with this standalone Glances container (UI: console / Web + API)
cap10morgan/conntrack,312649,0,false,beea513fd393,10837504,buildroot,2014.02,16,0,866,866,
yongjhih/parse-cloud-code,312069,3,false,1aff1df78eeb,1340416,busybox,v1.24.1,4,1,397,397,parse-cloud-code
vishnuranganathan/agility_test_image,312038,1,false,228fe9acb73b,192009216,ubuntu,12.04,9,154,11852,10182,
sysrun/rpi-rabbitmq,309932,5,false,e9d885392d03,211446272,debian,8,34,176,13449,11847,RabbitMQ Container for the Raspberry Pi 2 (based on Jessi)
kbudde/rabbitmq-exporter,309523,2,false,32052f5a2298,7779840,Unknown,0,1,0,13,13,rabbitmq_exporter for prometheus
mhamrah/envconsul,307878,0,false,d2af63bbd833,231861760,ubuntu,14.04,10,212,14057,12065,
openshift/jenkins-1-centos7,307597,3,false,386560e52fdc,1225709568,centos,7,6,225,17194,16565,A Centos7 based Jenkins v1.x image for use with OpenShift v3
jeggers/jenkins-push-automatization,306931,0,false,82be1bf6b98f,108890624,alpine,3.4.6,3,34,1627,1627,
toke/mosquitto,306793,39,false,bf3a7317e6d4,181861376,debian,8,6,125,9506,8116,mosquitto mqtt broker based on Debian Jessie default support for Websockets
difi/statistics-elasticsearch,306273,0,false,2f5881e32fbf,360648704,debian,8,15,169,11038,9322,Elasticsearch for statistikkløysing.
frodenas/rabbitmq,305584,8,false,7ed3b14d19f9,445102080,ubuntu,14.04,19,315,24650,21276,A Docker Image for RabbitMQ
dpatriot/docker-spark,305048,1,false,4775bbefa0ea,1451578368,ubuntu,14.04,24,421,38517,25782,spark
kontena/server,303822,4,false,1fafc4f2e101,76993024,alpine,3.5.2,7,33,11589,11589,Docker container platform built to maximize developer happiness. 
aptalca/docker-dolphin,303112,0,false,200e4f5eb555,1008089600,ubuntu,14.04,28,737,48323,41837,Dolphin file browser / manager in web browser
redjack/mesos-slave,303072,14,false,802ecd78ba3a,1112294400,ubuntu,14.04,7,260,17353,14981,
progrium/busybox,301265,65,false,05cb04a8038f,5038080,buildroot,2014.02,8,0,366,366,
igneoussystems/base-influxdb,300986,0,false,603213070970,884012544,ubuntu,14.04,25,355,43894,23745,Base image for InfluxDB.
coscale/coscale-agent,300954,1,false,819d9cd03190,39608832,alpine,3.4.6,1,12,997,997,Docker container for the CoScale Agent
cozy/full,299850,20,false,228237b590f0,1310991872,ubuntu,14.04,31,438,116317,31573,Cozy official image
jetbrains/teamcity-server,298599,139,false,a27ad1ddf1de,1254658048,ubuntu,16.04,10,133,13022,7815,TeamCity Server - Powerful Continuous Integration and Continuous Delivery out of the box
machinerytool/machinery-unit_opensuse42.1,298348,0,false,128c3c4e013a,1199080960,opensuse,42.1,10,0,34730,34730,Container for running machinery unit tests in.
centurylink/dray,298267,34,false,c8d04b59b742,5788160,Unknown,0,4,0,13,13,An engine for managing the execution of container-based workflows.
c2cnetworking/aws-ops,297553,0,false,e15eeb610f63,763659264,debian,8,9,385,31037,21605,
cameronmaske/env-flask,296715,2,false,38b17bd47e78,836377600,debian,8,18,440,33923,27034,
xaethos/android-sdk-resource,296659,0,false,c1a7d2b86de6,991474176,debian,8,11,317,22415,17881,Concourse resource providing the Android SDK
mesoscloud/zookeeper,295019,70,false,c56171507de6,459766272,centos,7,5,163,14228,13974,ZooKeeper
ppc64le/busybox,294465,1,false,b6645e58fe5b,4606976,busybox,0,1,1,414,414,Busybox base image.
os33/vmware-cli,293947,0,false,00505965d4b9,25989632,alpine,3.4.4,3,17,3754,3754,docker container with builded vmware-cli
journera/aws-monkey,293779,0,false,8ead17926bdc,487041536,alpine,3.4.6,7,67,16722,16722,Collection of useful tools for things we do in AWS
samalba/docker-registry,293418,38,false,9c53c03dc48e,436768768,ubuntu,14.04,17,252,23988,18406,
vungle/logstash-kafka-es,293324,1,false,6967eddbe3bd,323110400,alpine,3.3.1,15,21,16545,16545,A simple Logstash image to ship json logs from Kafka to ElasticSearch
brendangibat/kibana-aws-container,292292,0,false,9ecf1a30af38,306322944,debian,8,12,142,20798,8975,Kibana v4.1.4 with AWS ElasticSearch signing support.
jrcs/crashplan,291952,57,false,86195f9b97e0,210053120,alpine,3.4.6,4,34,4962,4962,Lightweight (185MB) Crashplan docker container.
avvo/deploy-rancher,291329,0,false,c53cd0a55409,63735808,alpine,3.3.3,12,33,5049,5049,Concourse resource and command line script for deploying to rancher given a requirements.yml
phpunit/phpunit,291286,39,false,68e61d408dca,150929920,alpine,3.5.0,3,61,8476,8476,PHPUnit is a programmer-oriented testing framework for PHP.
arvados/jobs,290970,1,false,8fc6ff5018be,376539648,debian,8,7,222,18706,15385,
cjongseok/consul,290847,0,false,26b8d77635a2,73760256,alpine,3.2.3,10,31,1361,1361,The original codes is progrium/consul
garland/xampp-base,290423,7,false,21861acf735a,1476597760,ubuntu,14.04,16,303,47274,22368,Used for a base image with only xampp version: 1.8.3 installed.
cusspvz/redirect,290048,0,false,91622c16578f,10895360,alpine,3.4.0,3,18,3265,3265,"catch all http redirector, useful for http -> https redirects"
ceph/osd,289265,6,false,15adde780f94,609265152,ubuntu,14.04,34,287,18594,14662,Ceph OSD (object storage daemon)
openshift/perl-516-centos7,289192,0,false,ed0b6968d84d,534112768,centos,7,8,348,24438,23902,DEPRECATED: A Centos7 based Perl v5.16 image for use with OpenShift v3
keyvanfatehi/sinopia,289144,63,false,05e4f7416026,732522496,debian,8,22,372,34022,21055,
bobrik/kibana4,288774,2,false,a64fadc2193d,62158848,alpine,3.1.2,9,20,6172,6172,
pasqualesalza/amqpga,288349,0,false,50b0c5741c20,35334656,alpine,3.4.4,3,11,460,460,
bpholt/nginx,288208,0,false,1d65b87834d3,312052736,debian,7,16,138,20072,15537,
myobplatform/node-service,287790,0,false,ef7c33b5f754,189772288,ubuntu,16.04,7,131,12491,7803,
wrouesnel/postgres_exporter,287597,3,false,73118f68748d,8683520,Unknown,0,1,0,13,13,Postgres metrics exporter for Prometheus.
mrvautin/adminmongo,287519,1,false,4cd6c86a9dfe,957616640,debian,8,10,376,44138,21210,adminMongo is a Web based user interface (GUI) for MongoDB 
jgiannuzzi/gitolite,287322,6,false,c4ce01a1515d,69123584,alpine,3.4.6,3,22,3033,3033,Docker image for Gitolite
dit4c/dit4c-container-slicer,287257,0,false,eb71a600a8f6,1519790080,centos,7,30,314,33584,32880,
concourse/testflight,287005,0,false,8d274821bea6,794671616,debian,8,8,189,24195,14717,
tenstartups/mysql,286993,0,false,81c4e00f3ac8,463155712,debian,8,15,133,11080,9655,
linuxserver/htpcmanager,286950,22,false,701e3f12a1e9,140536832,alpine,3.5.2,6,62,11479,11479,"An HTPCManager container, brought to you by LinuxServer.io. "
hyperledger/fabric-peer,286643,36,false,21cb00fb27f4,1455044096,ubuntu,14.04,25,490,41687,24612,Fabric Peer docker image for Hyperledger Project
basi/node-exporter,286326,1,false,7c0dc97eb8c0,15970816,busybox,v1.25.0,5,1,2283,2283,Node exporter image that allows to expose the host hostname as a metric
vieux/redmon,286287,10,false,f8c76dca8817,374069248,debian,8,10,154,22453,13339,Simple sinatra based dashboard for redis
toyamarinyon/docker-webserver-foundation,285286,0,false,3113068df698,258218496,ubuntu,14.04,13,239,15298,13184,
bitsdock/docker-clojure-lein,284885,0,false,fa0a6d9155ab,772180992,debian,8,12,333,29473,22457,
jermainedavis/ruby-python-node,284647,0,false,47ea221b42b3,943025664,alpine,3.3.3,6,60,75136,75136,
conyac/fluentd,284245,0,false,88545b1abdb5,1036773888,ubuntu,14.04,22,446,93553,48840,
leonidlm/datomic-transactor,283831,2,false,0654f2184933,933078016,ubuntu,14.04,21,200,16954,12414,
maluuba/tomcat7,283830,8,false,95cedb7948b0,564168704,ubuntu,14.04,16,435,22383,17780,
eventstore/eventstore,283759,22,false,eba1e046e982,219210752,ubuntu,16.04,8,134,9320,7849,Official Event Store Docker Container
simonluijk/aws-ecs-service-discovery,283241,0,false,1a4d4a39ed54,424885760,debian,8,8,248,22123,18245,
linuxserver/syncthing,282593,37,false,0963649da0d0,142638592,alpine,3.5.2,5,23,5402,5402,"A Syncthing container, brought to you by LinuxServer.io. "
1and1internet/ubuntu-16-nginx-php-phpmyadmin-mysql-5,281143,12,false,c0d689fc39d8,688513536,ubuntu,16.04,15,305,24939,17485,ubuntu-16-nginx-php-phpmyadmin-mysql-5
eboraas/apache,280677,70,false,824407814638,274764288,debian,8,8,174,11530,10421,"Apache (with SSL support), built on Debian"
behance/docker-zk-exhibitor,280646,0,false,81ca9e9b284e,469688320,debian,7,11,184,16331,10015,https://github.com/behance/docker-zk-exhibitor
bluz/buildpack-bluz-firmware,280401,0,false,11a5eb6eebb8,604201984,ubuntu,16.04,11,181,21801,14086,bluz build pack
tenstartups/memcached,280386,1,false,a6b670b4e494,20208640,alpine,3.5.0,4,32,3909,3909,A minimal memcached docker image based on alpine linux.
codeclimate/codeclimate-eslint,280284,1,false,93d7d9856503,448253952,debian,8,23,147,39740,8141,Code Climate engine for eslint
